T,N,mean_interactive.1,mean_interactive.2,bias_interactive.1,bias_interactive.2,sde_interactive.1,sde_interactive.2,ci_l_interactive.1,ci_l_interactive.2,ci_u_interactive.1,ci_u_interactive.2,rmse_interactive.1,rmse_interactive.2,mean_within.1,mean_within.2,bias_within.1,bias_within.2,sde_within.1,sde_within.2,ci_l_within.1,ci_l_within.2,ci_u_within.1,ci_u_within.2,rmse_within.1,rmse_within.2
90,60,0.959257349750775,3.017281705337058,0.040742650249224965,0.005760568445686065,,,,,,,0.040742650249224965,0.017281705337058195,0.9892626825472348,3.038505654342944,0.010737317452765183,0.012835218114314687,0.0276258423061488,0.027358789320449,0.9351170265846003,2.984883412614245,1.0434083385098694,3.092127896071643,0.010737317452765183,0.03850565434294406
100,60,1.0114937559759944,3.0697542334951,0.011493755975994446,0.023251411165033264,,,,,,,0.011493755975994446,0.0697542334950998,0.9748719167064273,3.028179692233046,0.025128083293572745,0.009393230744348724,0.026895481543165,0.0267599660150871,0.9221577415349621,2.9757311226159597,1.0275860918778925,3.0806282618501326,0.025128083293572745,0.028179692233046172
10,70,1.1899795924587764,2.931300531187997,0.18997959245877638,0.022899822937334353,,,,,,,0.18997959245877638,0.06869946881200306,1.0227889411197828,2.846441993678085,0.022788941119782802,0.05118600210730495,0.0797429659850028,0.0778617175048251,0.8664955997687747,2.693835831594196,1.179082282470791,2.999048155761974,0.022788941119782802,0.15355800632191485
20,70,0.917878671339068,3.113819266899388,0.08212132866093202,0.03793975563312927,,,,,,,0.08212132866093202,0.11381926689938782,0.8937303125693734,3.0659561631625056,0.10626968743062659,0.02198538772083521,0.0548698499988289,0.0556005002837376,0.7861873827345537,2.9569811850839707,1.0012732424041932,3.1749311412410406,0.10626968743062659,0.06595616316250563
30,70,1.1362135997888458,2.990904178690414,0.13621359978884584,0.0030319404365286573,,,,,,,0.13621359978884584,0.009095821309585972,1.0841349492537962,2.9740850474719207,0.08413494925379617,0.008638317509359764,0.0430327345622312,0.0438763144730491,0.999792339355551,2.888089051330391,1.1684775591520413,3.0600810436134505,0.08413494925379617,0.025914952528079294
40,70,0.9596768636898644,2.9997425461425067,0.04032313631013562,8.58179524977724e-05,,,,,,,0.04032313631013562,0.0002574538574933172,1.0049922608306758,3.0245385965162983,0.004992260830675832,0.008179532172099435,0.0395046856687833,0.0381675494671398,0.9275644996992849,2.9497315741825534,1.0824200219620668,3.0993456188500432,0.004992260830675832,0.024538596516298306
50,70,0.9484160956582776,2.9869690934593898,0.05158390434172244,0.004343635513536744,,,,,,,0.05158390434172244,0.013030906540610232,0.9668802807312352,3.005164212175342,0.03311971926876478,0.001721404058447303,0.0338417292709461,0.0338530699967385,0.900551710185626,2.938813414215621,1.0332088512768445,3.071515010135063,0.03311971926876478,0.005164212175341909
60,70,0.9979854798119804,3.040341234057731,0.0020145201880196195,0.013447078019243719,,,,,,,0.0020145201880196195,0.04034123405773116,0.9620677618702131,3.0000531462222435,0.037932238129786855,1.7715407414501765e-05,0.0307013860803439,0.03107830440901,0.9018941508772798,2.9391407888800116,1.0222413728631465,3.0609655035644754,0.037932238129786855,5.314622224350529e-05
70,70,1.001292747561248,3.001761858636528,0.0012927475612480865,0.0005872862121759267,,,,,,,0.0012927475612480865,0.00176185863652778,1.0106193388148876,3.015836475387462,0.010619338814887636,0.005278825129154008,0.0289734411727833,0.0293712902817064,0.9538324376080424,2.9582698042558464,1.0674062400217328,3.0734031465190776,0.010619338814887636,0.015836475387462023
80,70,0.995474115877652,3.0367674048806705,0.004525884122348001,0.01225580162689018,,,,,,,0.004525884122348001,0.03676740488067054,0.98142774465319,3.0394913670228285,0.01857225534680995,0.013163789007609505,0.0272871276590428,0.0273167779254686,0.9279459571999193,2.9859514661152313,1.0349095321064608,3.0930312679304257,0.01857225534680995,0.039491367022828516
